ID1	ID2	MeSH Tree Number 1	MeSH Tree Number 2
D000081011	D008107	C06.552.289	C06.552
D000081011	D007238	C23.550.717.489.500	C23.550.717.489
D000081012	D050500	C23.550.291.500.750.500	C23.550.291.500.750
D000081012	D001327	C20.111.296	C20.111
D000081012	D050500	C06.689.750.830.500	C06.689.750.830
D000081015	D011832	C26.733.650	C26.733
D000081015	D064420	C25.100.656	C25.100
D000081015	D004427	C09.218.788	C09.218
D000081015	D010335	C23.550.753	C23.550
D000081028	D020221	C10.292.700.475.500	C10.292.700.475
D000081028	D020221	C10.292.200.750.500	C10.292.200.750
D000081028	D020221	C10.900.300.218.550.500	C10.900.300.218.550
D000081028	D020221	C11.640.530.500	C11.640.530
D000081028	D011832	C26.733.902	C26.733
D000081028	D064420	C25.100.937	C25.100
D000081028	D010335	C23.550.877	C23.550
D000081029	D006976	C08.381.423.847	C08.381.423
D000081030	D010335	C23.550.706	C23.550
D000081030	D011832	C26.733.411	C26.733
D000081030	D064420	C25.100.828	C25.100
D000081030	D009135	C05.651.682	C05.651
D000081030	D009135	C10.668.491.628	C10.668.491
D000081032	D010195	C06.689.750.325	C06.689.750
D000081084	D014947	C26.040	C26
D000081207	D007153	C20.673.795	C20.673
D000081207	D030342	C16.320.798	C16.320
D000081208	D000081207	C16.320.798.500	C16.320.798
D000081208	D000081207	C20.673.795.500	C20.673.795
D000081483	D065308	C23.149.688	C23.149
D000082122	D006547	C23.300.707.960	C23.300.707
D000082123	D000082122	C23.300.707.960.750	C23.300.707.960
D000082242	D004802	C15.378.553.231.774	C15.378.553.231
D000082242	D012466	C07.465.815.178	C07.465.815
D000082242	D008199	C15.604.315.459	C15.604.315
D000082602	D009139	C05.660.297	C05.660
D000082602	D006617	C05.550.518.384.500	C05.550.518.384
D000082602	D009139	C16.131.621.297	C16.131.621
D000082643	D020763	C23.300.220	C23.300
D000082643	D009461	C23.888.592.206	C23.888.592
D000082643	D009461	C10.597.210	C10.597
D000082802	D002471	C04.697.098.500.580	C04.697.098.500
D000082802	D002471	C23.550.727.098.500.580	C23.550.727.098.500
D000082843	D010049	C19.391.630.728	C19.391.630
D000082843	D010049	C12.100.250.056.630.728	C12.100.250.056.630
D000082843	D014102	C23.300.970.625	C23.300.970
D000082843	D010049	C12.050.351.500.056.630.728	C12.050.351.500.056.630
D000082862	D006349	C14.280.484.048	C14.280.484
D000082882	D006330	C14.280.400.186	C14.280.400
D000082882	D006330	C14.240.400.186	C14.240.400
D000082882	D000082862	C14.280.484.048.875	C14.280.484.048
D000082882	D006330	C16.131.240.400.186	C16.131.240.400
D000082902	D006330	C16.131.240.400.817	C16.131.240.400
D000082902	D000082862	C14.280.484.048.937	C14.280.484.048
D000082902	D006330	C14.240.400.818	C14.240.400
D000082902	D006330	C14.280.400.818	C14.280.400
D000082903	D006330	C16.131.240.400.118	C16.131.240.400
D000082903	D006330	C14.240.400.118	C14.240.400
D000082903	D006330	C14.280.400.118	C14.280.400
D000083023	D003110	C06.405.249.411.307.180.400	C06.405.249.411.307.180
D000083023	D003110	C06.301.371.411.307.180.400	C06.301.371.411.307.180
D000083023	D003110	C04.588.274.476.411.307.180.400	C04.588.274.476.411.307.180
D000083023	D003110	C06.405.469.158.356.180.400	C06.405.469.158.356.180
D000083023	D003110	C06.405.469.491.307.180.400	C06.405.469.491.307.180
D000083082	D001157	C14.907.137.671	C14.907.137
D000083083	D030342	C16.320.488	C16.320
D000083102	D014947	C26.741	C26
D000083143	D020389	C10.668.491.175.500.350.500	C10.668.491.175.500.350
D000083143	D020389	C05.651.534.500.350.500	C05.651.534.500.350
D000083143	D020389	C16.320.322.625.500	C16.320.322.625
D000083143	D020389	C16.320.577.350.500	C16.320.577.350
D000083144	D000083083	C16.320.488.500	C16.320.488
D000083144	D020389	C16.320.577.350.250	C16.320.577.350
D000083144	D020389	C10.668.491.175.500.350.250	C10.668.491.175.500.350
D000083144	D020389	C05.651.534.500.350.250	C05.651.534.500.350
D000083182	D003161	C14.907.303.180	C14.907.303
D000083182	D002908	C23.550.291.500.282	C23.550.291.500
D000083182	D003161	C05.651.180.180	C05.651.180
D000083242	D020521	C14.907.253.855.400	C14.907.253.855
D000083242	D020521	C10.228.140.300.775.400	C10.228.140.300.775
D000083244	D000083242	C14.907.253.855.400.750	C14.907.253.855.400
D000083244	D000083242	C10.228.140.300.775.400.750	C10.228.140.300.775.400
D000083262	D000083242	C10.228.140.300.775.400.375	C10.228.140.300.775.400
D000083262	D000083242	C14.907.253.855.400.375	C14.907.253.855.400
D000083302	D020521	C14.907.253.855.300	C14.907.253.855
D000083302	D020521	C10.228.140.300.775.300	C10.228.140.300.775
D000083402	D054079	C14.240.850.930	C14.240.850
D000083402	D054079	C16.131.240.850.902	C16.131.240.850
D000083682	D009293	C25.775.643.500.700	C25.775.643.500
D000083682	D062787	C25.775.342.500.500.500	C25.775.342.500.500
D000084002	D014005	C01.150.703.302.720.745	C01.150.703.302.720
D000084002	D014005	C01.800.200.720.745	C01.800.200.720
D000084002	D007402	C17.800.815.650.500	C17.800.815.650
D000084002	D007402	C17.800.174.640.500	C17.800.174.640
D000084002	D014005	C17.800.838.208.883.608	C17.800.838.208.883
D000084063	D012008	C23.550.291.937.250	C23.550.291.937
D000084122	D006338	C04.588.894.309.250	C04.588.894.309
D000084122	D006338	C14.280.459.250	C14.280.459
D000084202	D064420	C25.100.429	C25.100
D000084322	D015837	C09.218.568.900.663	C09.218.568.900
D000084462	D001832	C23.888.119.455	C23.888.119
D000084462	D018882	C26.522.750	C26.522
D000085142	D017282	C01.920.930.831	C01.920.930
D000085142	D002044	C01.925.782.147.905	C01.925.782.147
D000085343	D007239	C01.550	C01
D000085583	D019189	C18.452.565.300	C18.452.565
D000086002	D008654	C04.557.470.660.510.757	C04.557.470.660.510
D000086002	D008654	C04.557.470.035.510.757	C04.557.470.035.510
D000086002	D008175	C08.381.540.144	C08.381.540
D000086002	D010997	C04.588.894.797.640.350	C04.588.894.797.640
D000086002	D008175	C08.785.520.124	C08.785.520
D000086002	D010997	C08.785.640.350	C08.785.640
D000086002	D008175	C04.588.894.797.520.173	C04.588.894.797.520
D000086382	D011024	C01.748.610.763.500	C01.748.610.763
D000086382	D011024	C08.381.677.807.500	C08.381.677.807
D000086382	D011024	C08.730.610.763.500	C08.730.610.763
D000086382	D018352	C01.925.782.600.550.200.163	C01.925.782.600.550.200
D000086382	D011024	C01.925.705.500	C01.925.705
D000086582	D000857	C10.597.751.600.500	C10.597.751.600
D000086582	D000857	C23.888.592.763.550.500	C23.888.592.763.550
D000086722	D012818	C23.888.852.834	C23.888.852
D000086965	D015047	C22.969.500	C22.969
D000086965	D014777	C01.925.933	C01.925
D000086965	D015047	C01.973.500	C01.973
D000086966	D015047	C01.973.250	C01.973
D000086966	D015047	C22.969.250	C22.969
D000086966	D001424	C01.150.252.162	C01.150.252
D000086982	D003141	C01.221.250	C01.221
D000086982	D003141	C23.550.291.531.500	C23.550.291.531
D000087122	D019954	C23.888.592.604.487	C23.888.592.604
D000087122	D019954	C10.597.606.483	C10.597.606
D000087505	D001927	C10.228.140.390	C10.228.140
D000087525	D005355	C23.550.355.663	C23.550.355
D000087525	D011832	C26.733.685	C26.733
D000088282	D024801	C10.574.945.312	C10.574.945
D000088323	D002561	C10.228.140.300.794	C10.228.140.300
D000088323	D002561	C14.907.253.896	C14.907.253
D000088442	D009203	C23.550.717.489.750.328	C23.550.717.489.750
D000088442	D009203	C23.550.513.355.750.328	C23.550.513.355.750
D000088442	D009203	C14.280.647.500.328	C14.280.647.500
D000088442	D009203	C14.907.585.500.422	C14.907.585.500
D000088562	D020969	C23.550.291.902	C23.550.291
D000088562	D007239	C01.645	C01
D000089083	D012816	C23.888.104	C23.888
D000089183	D025242	C05.116.900.853.625.800.744	C05.116.900.853.625.800
D000089183	D025242	C05.550.114.865.800.744	C05.550.114.865.800
D000089183	D000844	C05.550.069.340	C05.550.069
D000089202	D000089183	C05.550.069.340.250	C05.550.069.340
D000089202	D000089183	C05.116.900.853.625.800.744.250	C05.116.900.853.625.800.744
D000089202	D000089183	C05.550.114.865.800.744.250	C05.550.114.865.800.744
D000089802	D002908	C23.550.291.500.298	C23.550.291.500
D000089802	D058729	C14.907.617.671.500	C14.907.617.671
D000089802	D007511	C23.550.513.178	C23.550.513
D000089802	D058729	C14.907.137.126.307.500.500	C14.907.137.126.307.500
D000089965	D004890	C17.800.229.100	C17.800.229
D000089965	D002056	C26.200.413	C26.200
D000089965	D004890	C23.888.885.328.500	C23.888.885.328
D000090004	D020969	C23.550.291.156	C23.550.291
D000090122	D017445	C17.800.862.406	C17.800.862
D000090122	D013927	C14.907.355.830.573	C14.907.355.830
D000090124	D007410	C06.405.469.462	C06.405.469
D000090267	D000090362	C20.762.500	C20.762
D000090303	D004476	C17.800.827.250.568	C17.800.827.250
D000090303	D004476	C17.800.804.350.568	C17.800.804.350
D000090303	D004476	C16.320.850.250.568	C16.320.850.250
D000090303	D004476	C16.131.077.350.568	C16.131.077.350
D000090303	D004476	C16.131.831.350.568	C16.131.831.350
D000090362	D007154	C20.762	C20
D000090463	D019189	C18.452.565.400	C18.452.565
D000090542	D006938	C18.452.584.563.481.500	C18.452.584.563.481
D000090542	D006938	C16.320.565.398.481.500	C16.320.565.398.481
D000090542	D006938	C18.452.584.500.500.644.475.500	C18.452.584.500.500.644.475
D000090542	D006938	C18.452.648.398.481.500	C18.452.648.398.481
D000090862	D007249	C23.550.470.544	C23.550.470
D000090862	D009422	C10.586	C10
D000090882	D013927	C14.907.355.830.749	C14.907.355.830
D000090882	D007249	C23.550.470.895	C23.550.470
D000090882	D001778	C15.378.100.876	C15.378.100
D000091323	D012640	C10.597.742.357	C10.597.742
D000091323	D012640	C23.888.592.742.357	C23.888.592.742
D000091622	D015431	C23.888.144.243.963.750	C23.888.144.243.963
D000091622	D015430	C23.888.144.243.926.750	C23.888.144.243.926
D000091662	D000091642	C12.100	C12
D000092122	D000092124	C08.127.446.135.140.600.500	C08.127.446.135.140.600
D000092122	D000092124	C08.381.495.146.135.140.600.500	C08.381.495.146.135.140.600
D000092122	D006086	C20.452.500	C20.452
D000092124	D001989	C08.381.495.146.135.140.600	C08.381.495.146.135.140
D000092124	D001989	C08.127.446.135.140.600	C08.127.446.135.140
D000092129	D000860	C23.888.852.079.898	C23.888.852.079
D000092129	D004417	C08.618.326.698	C08.618.326
D000092129	D004417	C23.888.852.371.698	C23.888.852.371
D000092130	D010787	C17.800.600.825	C17.800.600
D000092130	D000094482	C20.543.480.904.533.500.750	C20.543.480.904.533.500
D000092130	D000094482	C23.550.291.500.360.500.750	C23.550.291.500.360.500
D000092130	D000094482	C17.800.862.945.533.500.750	C17.800.862.945.533.500
D000092142	D004065	C16.131.314.667	C16.131.314
D000092142	D004065	C06.198.947	C06.198
D000092142	D010182	C06.689.388	C06.689
D000092162	D020924	C23.888.942.169	C23.888.942
D000092163	D004427	C09.218.951	C09.218
D000092164	D005132	C11.300.750	C11.300
D000092164	D005141	C11.338.714	C11.338
D000092182	D002114	C18.452.174.130.093	C18.452.174.130
D000092182	D012871	C17.800.113	C17.800
D000092183	D017379	C14.280.195.400.500	C14.280.195.400
D000092183	D002312	C14.280.238.100.250	C14.280.238.100
D000092202	D006969	C20.543.480.363	C20.543.480
D000092222	D065703	C10.500.507.400.125	C10.500.507.400
D000092222	D065703	C16.131.666.507.400.125	C16.131.666.507.400
D000092223	D065703	C16.131.666.507.400.187	C16.131.666.507.400
D000092223	D065703	C10.500.507.400.187	C10.500.507.400
D000092225	D014376	C01.150.252.410.040.552.846.617	C01.150.252.410.040.552.846
D000092242	D014694	C14.280.955.875	C14.280.955
D000092243	D014694	C14.280.955.937	C14.280.955
D000092244	D000075222	C14.907.489.165.500	C14.907.489.165
D000092283	D000673	C26.062.500	C26.062
D000092342	D020256	C11.941.160.244.500	C11.941.160.244
D000092342	D020256	C23.550.589.500.145.500	C23.550.589.500.145
D000092422	D006969	C20.543.480.952	C20.543.480
D000092423	D003316	C11.204.720	C11.204
D000092443	D050723	C26.404.525	C26.404
D000092443	D007718	C26.558.554.625	C26.558.554
D000092462	D000092443	C26.404.525.375	C26.404.525
D000092463	D013978	C26.558.857.500	C26.558.857
D000092463	D000092443	C26.558.554.625.500	C26.558.554.625
D000092463	D013978	C26.404.875.500	C26.404.875
D000092463	D000092443	C26.404.525.500	C26.404.525
D000092464	D001134	C26.088.134	C26.088
D000092467	D011885	C26.088.268.556.500	C26.088.268.556
D000092467	D011885	C26.404.562.678	C26.404.562
D000092467	D000092482	C26.088.134.500.875	C26.088.134.500
D000092467	D000092482	C26.404.020.500	C26.404.020
D000092470	D000092482	C26.088.134.500.750	C26.088.134.500
D000092470	D000092482	C26.404.020.250	C26.404.020
D000092470	D014458	C26.088.268.807.500	C26.088.268.807
D000092470	D014458	C26.404.937.773	C26.404.937
D000092482	D000092464	C26.088.134.500	C26.088.134
D000092482	D050723	C26.404.020	C26.404
D000092483	D006810	C26.404.500.500	C26.404.500
D000092483	D000092482	C26.404.020.125	C26.404.020
D000092483	D006810	C26.088.390.500	C26.088.390
D000092483	D000092482	C26.088.134.500.500	C26.088.134.500
D000092503	D050723	C26.404.968	C26.404
D000092503	D014954	C26.088.906.500	C26.088.906
D000092504	D050723	C26.404.023	C26.404
D000092524	D005264	C26.558.276.213	C26.558.276
D000092524	D005264	C26.404.061.213	C26.404.061
D000092525	D000092443	C26.558.554.625.250	C26.558.554.625
D000092525	D005264	C26.558.276.712	C26.558.276
D000092525	D005264	C26.404.061.712	C26.404.061
D000092525	D000092443	C26.404.525.250	C26.404.525
D000092526	D005265	C26.531.750.500.500	C26.531.750.500
D000092526	D005264	C26.404.061.856	C26.404.061
D000092526	D005265	C26.404.061.425.500.500	C26.404.061.425.500
D000092526	D005265	C26.558.276.425.500.500	C26.558.276.425.500
D000092542	D012221	C20.543.480.680.443.500.500	C20.543.480.680.443.500
D000092542	D012221	C09.603.799.315.500.500	C09.603.799.315.500
D000092542	D012221	C08.674.453.500.500	C08.674.453.500
D000092542	D012221	C08.460.799.315.500.500	C08.460.799.315.500
D000092562	D012852	C08.460.692.752.134	C08.460.692.752
D000092562	D012130	C08.674.028	C08.674
D000092562	D012141	C08.730.043	C08.730
D000092562	D012852	C08.730.749.134	C08.730.749
D000092562	D012852	C01.748.749.134	C01.748.749
D000092562	D012852	C09.603.692.752.134	C09.603.692.752
D000092562	D012130	C20.543.480.680.038	C20.543.480.680
D000092562	D009181	C01.150.703.040	C01.150.703
D000092562	D012141	C01.748.043	C01.748
D000092582	D004342	C25.100.468.690	C25.100.468
D000092582	D006968	C20.543.418.257	C20.543.418
D000092582	D005334	C23.888.119.344.173	C23.888.119.344
D000092663	D001762	C11.338.133.500	C11.338.133
D000092702	D051436	C23.550.291.500.906.250	C23.550.291.500.906
D000092702	D000382	C24.080.183	C24.080
D000092702	D051436	C12.200.777.419.780.750.250	C12.200.777.419.780.750
D000092702	D051436	C12.050.351.968.419.780.750.250	C12.050.351.968.419.780.750
D000092702	D051436	C12.950.419.780.750.250	C12.950.419.780.750
D000093284	D001749	C12.050.351.937.820.945.500	C12.050.351.937.820.945
D000093284	D001749	C04.588.945.947.960.500	C04.588.945.947.960
D000093284	D001749	C12.200.777.829.813.500	C12.200.777.829.813
D000093284	D001749	C12.950.983.945.500	C12.950.983.945
D000093284	D001749	C12.050.351.968.829.707.500	C12.050.351.968.829.707
D000093284	D001749	C12.900.820.945.500	C12.900.820.945
D000093284	D001749	C12.950.829.707.500	C12.950.829.707
D000093284	D002277	C04.557.470.200.674	C04.557.470.200
D000093284	D001749	C12.200.758.820.968.500	C12.200.758.820.968
D000093642	D000093662	C12.050.351.500.852.667.500	C12.050.351.500.852.667
D000093662	D014564	C16.131.939.957	C16.131.939
D000093662	D014564	C12.800.940	C12.800
D000093662	D014591	C12.050.351.500.852.667	C12.050.351.500.852
D000093662	D014564	C12.200.706.940	C12.200.706
D000093662	D014564	C12.050.351.875.940	C12.050.351.875
D000093663	D000093662	C12.050.351.500.852.667.250	C12.050.351.500.852.667
D000093665	D000093662	C12.050.351.500.852.667.375	C12.050.351.500.852.667
D000093742	D020969	C23.550.291.219	C23.550.291
D000093742	D007239	C01.175	C01
D000093902	D003704	C10.228.140.380.711	C10.228.140.380
D000093922	D009421	C16.131.666.198	C16.131.666
D000093922	D009421	C10.500.198	C10.500
D000093922	D015840	C10.292.562.700.375	C10.292.562.700
D000093922	D015840	C11.590.436.400	C11.590.436
D000094024	D000086382	C01.748.610.763.500.500	C01.748.610.763.500
D000094024	D000086382	C01.925.705.500.500	C01.925.705.500
D000094024	D000086382	C08.381.677.807.500.500	C08.381.677.807.500
D000094024	D000086382	C08.730.610.763.500.500	C08.730.610.763.500
D000094024	D000094025	C23.550.291.500.829.375	C23.550.291.500.829
D000094024	D000086382	C01.925.782.600.550.200.163.500	C01.925.782.600.550.200.163
D000094025	D002908	C23.550.291.500.829	C23.550.291.500
D000094123	D011183	C23.550.767.550	C23.550.767
D000094123	D003108	C06.405.469.158.644	C06.405.469.158
D000094123	D012002	C06.405.469.860.512	C06.405.469.860
D000094222	D018908	C23.550.695.500	C23.550.695
D000094222	D018908	C10.597.613.593.500	C10.597.613.593
D000094222	D018908	C05.651.515.500	C05.651.515
D000094222	D018908	C23.888.592.608.593.500	C23.888.592.608.593
D000094482	D000080223	C20.543.480.904.533.500	C20.543.480.904.533
D000094482	D000080223	C17.800.862.945.533.500	C17.800.862.945.533
D000094482	D000080223	C23.550.291.500.360.500	C23.550.291.500.360
D000094602	D014071	C07.650.800.295	C07.650.800
D000094602	D014071	C16.131.850.800.295	C16.131.850.800
D000094602	D014071	C07.793.700.295	C07.793.700
D000094603	D000094602	C07.650.800.295.500	C07.650.800.295
D000094603	D000094602	C07.793.700.295.500	C07.793.700.295
D000094603	D000094602	C16.131.850.800.295.500	C16.131.850.800.295
D000094604	D000094603	C07.793.700.295.500.750	C07.793.700.295.500
D000094604	D000094603	C07.650.800.295.500.750	C07.650.800.295.500
D000094604	D000094603	C16.131.850.800.295.500.750	C16.131.850.800.295.500
D000094622	D000783	C14.907.055.863	C14.907.055
D000094623	D004535	C16.131.831.428.500	C16.131.831.428
D000094623	D004535	C14.907.454.240.500	C14.907.454.240
D000094623	D000784	C14.907.055.448.250.256	C14.907.055.448.250
D000094623	D004535	C16.320.850.260.500	C16.320.850.260
D000094623	D004535	C17.800.827.260.500	C17.800.827.260
D000094623	D004535	C15.378.463.515.240.500	C15.378.463.515.240
D000094623	D004535	C17.800.804.428.500	C17.800.804.428
D000094623	D004535	C17.300.200.310.500	C17.300.200.310
D000094624	D017544	C14.907.055.239.075.500	C14.907.055.239.075
D000094624	D017544	C14.907.109.139.075.500	C14.907.109.139.075
D000094625	D017545	C14.907.055.239.125.500	C14.907.055.239.125
D000094625	D017545	C14.907.109.139.125.500	C14.907.109.139.125
D000094626	D017545	C14.907.055.239.125.250	C14.907.055.239.125
D000094626	D017545	C14.907.109.139.125.250	C14.907.109.139.125
D000094627	D017545	C14.907.109.139.125.750	C14.907.109.139.125
D000094627	D017545	C14.907.055.239.125.750	C14.907.055.239.125
D000094628	D017545	C14.907.055.239.125.375	C14.907.055.239.125
D000094628	D017545	C14.907.109.139.125.375	C14.907.109.139.125
D000094629	D000784	C14.907.109.070.500.128	C14.907.109.070.500
D000094629	D000784	C14.907.055.448.250.128	C14.907.055.448.250
D000094630	D000094629	C14.907.055.448.250.128.500	C14.907.055.448.250.128
D000094630	D000094629	C14.907.109.070.500.128.500	C14.907.109.070.500.128
D000094631	D000784	C14.907.109.070.500.064	C14.907.109.070.500
D000094631	D000784	C14.907.055.448.250.064	C14.907.055.448.250
